Source,Target,Weight
349310248,9180408039,110
349310248,5001109763,72
349310248,10132688656,35
349310288,7284784239,236
349310408,349310417,58
349310410,349310417,29
349310536,1986129440,274
352921384,352924721,455
352921384,352924699,293
352924689,352924691,81
352924689,352924690,139
352924689,352924721,691
352924690,750732368,222
352924691,352924692,80
352924691,352924725,164
352924692,352924694,97
352924692,352924723,150
352924694,352924722,90
352924694,352924696,165
352924696,352924697,212
352924696,352924723,109
352924696,352924699,76
352924697,773497574,32
352924697,352924701,144
352924699,352924722,205
352924701,352924709,95
352924701,352924702,115
352924702,352924703,160
352924702,352924705,87
352924702,352924707,138
352924703,352924704,87
352924704,352924715,70
352924704,352924705,163
352924705,352924715,218
352924705,352924710,103
352924707,352924709,109
352924707,352924710,85
352924710,750565031,296
352924715,352924736,78
352924721,352924722,49
352924723,352924725,71
352924736,786680488,121
352924736,750564949,103
353046479,5989120226,7
353046490,4469594511,133
353291432,1901234812,41
353291432,1901234828,38
353291458,2468237205,16
353291458,12115869141,254
353291458,2468237212,15
353846457,353846502,10
353846457,353846460,103
353846457,353846499,276
353846457,1990691769,205
353846460,353846464,30
353846460,353846491,67
353846464,2428412880,131
353846464,353846473,266
353846473,353846481,81
353846473,353846491,209
353846473,353846475,191
353846475,353846538,22
353846475,353846489,82
353846478,353846480,80
353846478,353846495,149
353846478,353846485,146
353846480,353846481,80
353846480,353846487,162
353846480,353846494,168
353846481,353846489,175
353846481,353846493,189
353846483,353846485,66
353846483,353846567,95
353846483,4056435811,116
353846485,353846487,82
353846487,353846489,81
353846491,353846493,82
353846493,353846494,82
353846494,353846495,83
353846495,353846499,100
353846499,353846581,112
353846502,1350785363,26
353846502,379079793,47
353846516,2267949588,10
353846516,353846530,220
353846516,2775941803,524
353846530,353846538,49
353846530,2793008944,78
353846538,353846541,58
353846541,4056435825,224
353846541,4056435811,218
353846567,4056435825,233
353846567,3912908353,284
353846581,4431447560,10
353846581,3912908353,60
354587943,2774980422,528
354587943,354587971,127
354587971,659769671,250
354587971,354587995,130
354587995,2789829685,480
354587995,354587999,28
354587999,2494324413,180
354587999,2789829882,345
354588007,354596484,136
354588007,354596933,184
354588007,2789829882,157
354588011,354596933,179
354588011,354597423,101
354588011,354588087,1335
354588087,3572600202,216
354588087,358344867,321
354588119,358344867,24
354588119,4259973516,17
354588123,4259973516,31
354588123,358344867,47
354588123,354588128,98
354588128,387207598,64
354588128,358328909,140
354588144,358328904,61
354588144,5435835694,207
354588144,358328909,105
354588144,3285002365,344
354588170,358327994,196
354588170,1947234652,72
354588170,358328031,49
354588409,354596976,362
354588409,2789829685,73
354588409,354596484,118
354596484,354596581,228
354596581,354596933,109
354596581,354596976,138
354596933,354622959,303
354596976,354597423,136
354597423,3757021693,110
354597577,354597689,171
354597577,354597603,273
354597577,5826738547,65
354597577,3760223650,123
354597603,354622960,101
354597603,3760223650,175
354597689,354622959,89
354597689,354597708,124
354607409,3037642352,41
354607409,3037642349,51
354607426,1723350141,102
354607426,1723350104,14
354607426,411813075,216
354607426,1723350076,70
354607430,1723350146,66
354607430,411813088,19
354607430,1723350141,68
354607432,411813088,125
354607432,2653896074,239
354607432,1898405536,330
354607448,5051998152,2
354607448,354607472,186
354607448,354607450,65
354607450,354607454,26
354607450,354607495,102
354607454,354607459,40
354607454,354607469,190
354607459,354607465,174
354607459,354607495,168
354607465,354607508,33
354607465,354607468,69
354607468,354607469,87
354607468,5792867010,31
354607469,354607472,91
354607472,2913989362,165
354607495,3104058898,34
354607518,9993528705,12
354607518,354607536,110
354607536,7982539053,15
354607536,1625053495,44
354607556,4265318583,72
354607556,354607569,227
354607556,4265318579,90
354607569,1727851993,144
354607569,5909881987,127
354607572,1727851993,38
354607572,354607574,117
354607572,5909881985,122
354607574,2442785280,24
354607574,355192679,171
354618669,354618680,98
354618669,354618675,88
354618669,3057820893,168
354618680,3057820893,198
354618680,3057820893,70
354618680,1727861015,590
354622959,3760223650,168
354622960,659769671,136
354622960,2494324417,66
354626326,354626327,60
354626327,556304646,43
354626327,2616531336,43
354688470,2237493538,88
354688470,2276193970,114
354852062,2425831512,53
354852062,354852113,123
355142323,3240334540,346
355142323,9170353275,104
355142345,355142367,85
355142345,378995767,206
355142345,355142377,365
355142352,355142355,819
355142352,446705318,356
355142355,1403682198,792
355142355,3671377439,307
355142367,355142371,179
355142367,355142369,111
355142369,355142372,180
355142369,6162304510,159
355142371,2899791656,56
355142371,355142372,51
355142372,708621935,36
355142377,3465593133,414
355145395,355145411,231
355145395,355145432,71
355145395,358875113,173
355145396,355145429,31
355145396,355145432,10
355145396,3791390638,383
355145397,355145425,37
355145397,355145398,60
355145397,355145401,88
355145398,355850979,580
355145401,355145406,168
355145401,8710381620,7
355145406,3623849407,21
355145406,4244121889,44
355145411,377724575,103
355145411,355145412,277
355145412,355145413,11
355145412,377724606,69
355145413,355145415,72
355145414,355145415,67
355145414,3623849433,282
355145414,5556552884,122
355145415,355145416,138
355145423,358875096,236
355145423,358875104,163
355145423,369288491,89
355145425,355145429,40
355145425,355145426,68
355145429,355145431,61
355145432,355145433,75
355145438,3245315881,14
355145438,358875122,139
355145438,9977506481,25
355145439,9977506481,54
355145439,358875117,69
355145439,358875118,120
355145440,358875117,48
355192672,833756078,283
355192672,833756095,168
355192674,355192675,165
355192674,833756104,85
355192674,833756078,127
355192675,4770936100,41
355192677,1977570253,12
355192677,355192679,263
355192677,1977570264,30
355192679,355192680,127
355192680,2442785280,289
355192836,7982539053,99
355192836,1625053471,6
355192836,1625053450,83
355615880,355615882,372
355615885,2775941803,523
355615885,355615887,196
355615887,355615895,423
355615887,355615897,44
355615888,2012144413,202
355615888,355615897,146
355615895,2775941803,269
355615897,355675196,414
355615899,355615905,331
355615899,355675196,51
355615899,355615906,85
355615903,355615905,343
355615903,355615905,346
355615903,5398572137,265
355615906,355615910,179
355615906,355850932,60
355615908,355615910,113
355615910,355615911,127
355615911,355850956,132
355615911,355615914,124
355617501,3210598910,383
355617515,3187986074,249
355617517,697103744,40
355617517,3528712843,82
355617517,472923874,128
355617517,1103555226,154
355617519,2752228094,173
355617519,472923878,146
355617520,472923874,85
355644941,355644951,303
355644941,1885234672,24
355644951,355644954,83
355644954,355967783,25
355644954,355644956,52
355644956,3103931913,39
355644956,355644958,88
355675196,4610065765,7
355850923,12492428612,1271
355850923,355850956,103
355850932,355850956,282
355850932,355850940,342
355850940,355850941,26
355850940,2012144413,26
355850941,2775924281,51
355850941,2012144413,42
355850954,2012144411,27
355850968,4282913351,333
355850968,355850969,458
355850968,12492428613,129
355850971,2808552722,378
355850979,3506778275,362
355850981,355850983,54
355850981,1987722969,124
355850981,1987722957,316
355850983,358344694,179
355850983,358344694,93
355874360,9444426534,235
355967783,566436795,234
355967783,3103931913,82
357534305,357534307,144
357534308,8758276355,25
357534308,357534312,85
357897342,2429840986,90
357897342,1990691754,91
357900540,357900541,12
357900541,357900542,88
357900541,357900548,202
357900542,357900545,200
357900542,357900544,242
357900545,357900548,88
357900548,976234797,277
358327980,358328902,362
358327980,358327981,19
358327980,2409231912,277
358327981,358327984,23
358327981,358328903,361
358327984,1978621186,66
358327984,2412977688,272
358327988,358327993,368
358327988,1978621186,107
358327988,2412977686,92
358327993,358328034,91
358327993,358328002,60
358327993,358328000,70
358327994,358328034,213
358327994,358327995,66
358327994,358328032,52
358327995,358327997,53
358327995,358328000,302
358327997,358328041,259
358327997,358328015,222
358328000,3245341770,52
358328002,358328008,63
358328002,358328065,29
358328003,358328007,55
358328003,358328065,26
358328003,358328006,55
358328015,358328021,199
358328015,1947234652,43
358328021,3285002365,116
358328021,10313444767,345
358328029,10683049092,189
358328029,2267949711,96
358328029,5435835694,213
358328031,2267949656,277
358328031,358328032,195
358328032,358328033,213
358328032,358328035,284
358328033,358328035,89
358328033,358328034,46
358328035,358328069,105
358328054,3663789016,403
358328054,1978621221,21
358328065,358328066,39
358328898,358328902,569
358328902,358328903,31
358328902,1996279255,124
358328903,1996279254,132
358328904,358328907,232
358328904,358328908,115
358328908,358328915,402
358328908,358328909,75
358330062,1868265689,84
358330062,1868265686,94
358330062,1868265694,59
358330062,3752086336,287
358330065,3752086336,5
358330065,1357771726,54
358330065,2267949627,101
358330066,3895325278,40
358330066,2267949637,56
358330066,358330082,86
358330071,1868265689,87
358330071,3895325334,150
358330071,1868265678,182
358330073,358330082,49
358330073,3895325314,45
358330073,2488658378,155
358330074,1357771725,225
358330074,2267949632,96
358330078,2488658378,107
358330078,358330081,75
358330078,2488658383,43
358330081,1868265684,38
358330082,1868265708,20
358330084,1868265684,171
358330084,358330088,188
358330088,3249580253,29
358330088,358330115,70
358330115,358330121,209
358330115,1868265683,45
358330121,417286163,210
358330121,2815819618,119
358344662,2494324421,53
358344662,358344666,239
358344672,358344677,84
358344672,3495006943,162
358344672,358344673,81
358344673,358344675,71
358344677,3495006964,78
358344677,11406131088,79
358344694,444372772,184
358489936,4295287757,59
358875071,364037863,62
358875071,358875075,92
358875071,9937603804,837
358875074,2037342838,22
358875074,364039104,18
358875075,364039104,41
358875075,2037342836,49
358875088,364037862,27
358875088,364037799,547
358875096,358875118,92
358875096,358875098,93
358875098,358875102,50
358875098,358875101,120
358875101,3881921296,76
358875101,358875122,57
358875102,749770176,47
358875102,358875103,61
358875104,2494324435,52
358875104,3671377430,171
358875109,358875111,47
358875111,749769834,61
358875111,358875113,94
358875112,749769834,46
358875112,749770183,42
358875112,749770079,43
358875116,358875117,156
358875118,358875122,151
361362628,659905641,46
361362628,4613639209,162
361572009,361572011,89
361574042,1436548986,92
361574042,5473648163,162
361574042,361574762,63
361574048,361574762,65
361574752,361576836,35
361574752,361574762,246
361574752,361576622,76
361576620,361576622,75
361576834,361576836,53
361578405,361580911,7
361578405,361581253,49
361578405,4043687503,268
361580907,361580911,41
361581251,361581253,41
363434635,1901164133,156
363434674,363434690,147
363434674,363435440,62
363434674,363434680,83
363434674,1897657583,168
363434680,1893581413,192
363434680,363434686,44
363434686,1893581411,155
363434686,363434690,66
363434690,363434695,57
363434695,1897655738,15
363434695,1897655744,22
363434740,1893581413,52
363434740,1897657583,125
363434740,2373331548,55
363434758,363434821,259
363434758,1908463903,292
363434758,363434767,139
363434767,363434780,208
363434767,4185968154,186
363434780,363434821,144
363434780,1893807809,511
363434821,1977211885,119
363434821,1977211849,120
363434850,1737999856,106
363434850,1977211902,254
363434850,1601634820,33
363434854,1977211899,71
363434854,1601634820,56
363434854,1977211894,86
363434864,363434874,236
363434864,6249033729,159
363434864,8008741815,128
363434874,8006023574,160
363434874,363434878,234
363434878,2496266323,440
363434878,449630171,128
363434903,363434950,505
363434903,2302828980,274
363434903,2691526459,336
363434932,9974556956,10
363434932,363434950,466
363434932,363434950,84
363434958,4553849782,146
363434958,363434966,163
363434958,7083761165,409
363434966,363434983,414
363434966,6961595909,153
363434983,3253629655,286
363434983,363434999,203
363434999,363435170,144
363434999,6033121771,150
363435061,363435156,545
363435061,6119570579,344
363435061,11800348271,569
363435113,3098805492,11
363435113,6119570579,36
363435156,1886667004,376
363435170,2302845660,114
363435170,449630174,246
363435170,1273033380,306
363435178,1977619087,128
363435178,363435435,208
363435178,1447450219,101
363435178,1447450295,103
363435270,1423157870,244
363435270,3796914319,207
363435270,3801713765,176
363435270,2496266339,283
363435418,1273033386,136
363435427,2105642532,182
363435427,1366877988,213
363435427,2105642533,45
363435427,1423189295,220
363435431,2105642532,50
363435431,363435435,155
363435431,1273033405,49
363435435,432790051,35
363435435,1977617872,152
363435440,363435458,400
363435440,363435458,230
363435458,2448741913,38
364037799,3172121583,80
364037860,364037861,83
364037861,364037862,74
364037861,364037863,163
364037862,364037863,243
364039104,2037342836,46
364784491,364784522,19
364784491,1447468727,139
364784521,1775280046,84
364784521,364784522,184
364784521,364784543,95
364784522,364784648,340
364784522,3393785616,62
364784543,364784657,130
364784543,1775280101,192
364784543,364784578,32
364784563,364784645,141
364784563,364784675,255
364784563,364784578,188
364784578,364784645,131
364784645,364784657,47
364784645,932111559,223
364784648,9451371253,58
364784648,1775279300,56
364784657,9451371253,4
364784675,1780537906,62
364784675,4058689629,94
364829973,364829983,120
364829973,5953296998,89
364829983,1420247403,217
364829983,2937764201,198
364829999,364829999,49
364829999,364829999,49
364829999,2937764201,211
365743853,365743854,180
365743853,10602419915,142
365743854,697103524,113
365743854,4984158732,142
365743854,365743855,266
365743862,365743892,72
365743888,365743892,301
365743892,3159023781,112
366131801,2037342406,58
366131801,539583716,114
366131802,2037342406,48
366131802,2037342429,67
366131813,539583716,283
366131813,3506778275,241
367714645,369593331,79
367714645,367714740,185
367714645,2358202455,111
367714681,367714731,168
367714681,367714690,51
367714681,2358202455,137
367714690,367714721,181
367714690,367714710,47
367714710,3199693637,25
367714750,367714771,17
367714761,367714771,49
367714771,367714783,27
367714783,367714802,51
367714783,367714897,117
367714874,367714897,24
367714874,4957390190,15
367714874,367714907,3
367714897,367714907,15
367714907,3199693636,79
367715030,1325257086,153
367715030,369593243,99
367715030,367715044,54
367715036,1325257086,64
367715036,367715055,72
367715036,367715044,188
367715044,367715063,59
367715055,367715063,225
367715055,367715069,66
367715063,367715079,58
367715069,367715079,261
367715069,367715088,162
367715088,367715209,99
367715088,367715095,350
367715095,367715269,91
367715209,367715358,31
367715216,367715358,87
367715216,367715325,68
367715216,367715390,39
367715232,367715457,97
367715232,367715278,34
367715232,367715430,101
367715239,367715470,104
367715239,367715278,62
367715239,367715245,39
367715245,3833123636,186
367715262,367715339,13
367715262,367715315,66
367715262,367715269,154
367715269,3833123636,238
367715278,367715315,233
367715315,367715477,51
367715325,367715339,80
367715325,367715334,84
367715339,367715351,59
367715358,367715381,87
367715390,367715403,102
367715390,367715430,102
367715430,367715444,95
367987704,367987726,136
367987838,367987846,76
367987846,1990691653,265
367987846,4337594493,55
367987886,367987949,82
367987886,367987965,342
367987909,367988307,225
367987909,367987925,76
367987925,367988012,66
367987925,367988244,257
367987936,367988012,10
367987936,367987943,97
367987936,367988244,445
367987943,367988006,419
367987943,367987949,29
367987949,367987972,164
367988012,367988029,135
367988029,367988059,67
367988134,367988158,139
367988158,367988307,94
367988244,367988307,100
369029553,369029558,163
369029553,369029675,203
369029558,369029701,146
369029558,369029604,710
369029604,9188125160,13
369029667,4153936157,208
369029667,369029687,83
369029675,369029701,112
369029675,369029679,95
369029679,369029684,99
369029679,369029716,141
369029684,369029737,54
369029684,369029718,145
369029687,369029737,47
369029687,369029732,113
369029701,369029706,83
369029716,369029718,114
369029718,369029732,132
369029737,369029740,57
369029792,5416623626,104
369029792,369029801,16
369029801,1576534824,84
369029945,1436541927,113
369029945,1625412742,236
369029950,1625412742,140
369288491,2547766912,36
369288491,2547766912,36
369593235,369593237,85
369593237,369593240,102
369593237,3199692958,56
369593243,369593249,100
369593243,1456035011,11
369593249,369593252,79
369593249,369593285,329
369593252,369593257,255
369593252,369593275,368
369593275,369593278,101
369593275,369593285,63
369593313,1325257076,126
369593320,1456035033,0
369593320,1325257077,132
369593320,1325257078,136
369593331,369593352,73
369593349,369593356,133
369593349,369593361,89
369593349,2820417122,719
369593352,369593361,73
369593356,6416923694,458
369593361,369593364,48
369593366,4634751666,84
369989684,1901234838,30
369989684,1901234831,28
370288615,370288617,182
370288615,479783556,151
370288617,370288619,25
370288617,370288656,20
370288619,9217153046,26
370288619,370288656,22
370288623,773497532,236
370288623,5982876438,262
370288623,2954438261,163
370288623,750565791,199
370288637,5982876438,63
370288637,5826770614,50
370288637,3902634794,161
370288656,3655288643,150
370441795,4086513248,38
370441795,11775998357,158
370441795,370441893,138
370441818,370441874,37
370441818,370441917,87
370441818,370441897,82
370441826,370441861,51
370441826,370441874,124
370441826,370441874,124
370441849,11775998357,160
370441849,370441861,34
370441849,1999617357,18
370441861,370441879,79
370441893,370441924,33
370441897,370441924,68
370441897,370441920,105
370441924,370441928,69
370441956,3772206594,34
370441956,370441995,42
370441956,370441966,367
370441958,370441966,67
370441958,370441995,365
370441958,10078438669,206
370442095,10078438669,275
370680000,2810900511,429
370680187,3631304730,493
370763055,479783556,30
370763055,479783511,164
370763055,479783519,95
371217841,2607735602,177
371217841,2237021828,263
371217841,2237027924,85
371217962,371217970,39
371217970,7393384976,123
371650841,1403682194,113
371748484,3446261506,99
371748705,7261234002,120
371748705,2779715072,119
371748923,3103931902,80
371748932,371748939,112
371748932,3103931902,108
371749106,371749124,147
371749365,3103931902,348
371749365,3674568906,22
371749365,3674568899,107
371749491,371749645,335
371749645,10880318099,44
371749645,2779715100,115
372741458,3781768943,68
372741471,3781768943,76
372741471,9762385114,278
372741471,6109587699,32
372741474,3781768943,77
372741474,1200085453,322
372741474,6109587699,9
372751567,9808069659,31
372751567,9762385114,60
374456649,3103931913,184
377724565,377724575,156
377724575,377724586,122
377724575,6316976439,156
377724606,377724614,245
378995767,378995768,13
378995768,446705318,101
379079771,1350785354,101
379079793,5590885732,563
379079793,4431447560,339
379079812,1350785354,51
387207587,2622137481,9
387207587,4022082296,259
387207587,387207616,247
387207587,2503171240,930
387207589,387207670,275
387207590,1448129121,313
387207591,1448129204,58
387207591,3234614943,36
387207591,387207673,351
387207593,387207673,23
387207596,3240805009,286
387207597,3240805010,213
387207598,2810592178,122
387207598,1448129391,208
387207599,5922329660,10
387207599,1448129119,264
387207599,2810592178,59
387207606,2607639662,177
387207606,387207611,704
387207606,1362765440,294
387207606,1986254380,22
387207611,387207612,211
387207612,387207614,218
387207612,2622137481,167
387207612,2622148289,103
387207614,387207616,182
387207614,387207615,128
387207615,387207641,10
387207615,387211139,173
387207615,4204325599,140
387207616,1447956907,510
387207621,387207623,324
387207621,1448048071,191
387207621,387207632,196
387207623,387207624,226
387207623,387211141,244
387207624,7351990113,146
387207624,5301050227,430
387207624,387207625,207
387207625,2621983702,368
387207629,3073185289,216
387207629,387207656,112
387207629,387207630,113
387207629,2503171240,56
387207630,387211141,88
387207630,387207632,149
387207632,3262301296,80
387207638,4138741370,10
387207638,387207641,190
387207638,387207644,88
387207641,387211136,22
387207644,387207652,302
387207644,1124580727,180
387207652,2622148289,225
387207656,387211140,183
387207656,1706036213,77
387207657,3802113348,869
387207657,387207659,321
387207657,387207674,292
387207659,1780538387,474
387207666,469344791,37
387207666,469344801,43
387207666,2503171209,144
387207670,1448129121,72
387207670,2810750806,73
387207673,1448129204,297
387207674,3244713146,168
387211136,4833511739,4
387211136,6960239134,856
387211139,3547311807,370
387211139,4833511739,169
387211140,4207396956,44
387211140,387211141,109
389625206,1162001991,310
389625206,8367299201,368
389625206,9712227124,106
390215441,407893836,21
390305779,390305811,301
392062821,392062822,150
392062821,392062833,188
392062822,392062823,140
392062822,392062832,187
392062823,392062824,114
392062823,2929496354,67
392062823,392062826,194
392062824,2297284549,11
392062825,392062830,32
392062825,392062829,37
392062825,2297284549,192
392062826,392062832,164
392062826,392062830,68
392062826,392062827,100
392062828,392062837,104
392062828,392062836,33
392062828,4583031326,130
392062829,392062836,37
392062829,392062838,119
392062830,392062831,100
392062832,392062833,134
392062834,392062836,138
392062839,4525002604,65
392062839,5715262722,185
392062840,392062842,74
392062840,4525002604,225
392062840,4525003028,63
392062840,3292359896,250
392062842,3292359900,157
392062842,392062844,162
393460816,393460820,97
393473333,11027586870,18
393473333,9782407331,47
393473337,9782407332,182
393473337,1700865589,146
393473337,6976781616,91
393473337,6224677896,302
403894751,12140065698,8
407893836,2723748616,75
408767442,408767447,124
408767447,408767447,50
408767447,408767447,50
409708873,2922684137,36
409708873,10952535806,39
409708873,2922684149,38
410688556,3791023881,68
411319964,411319965,84
411319964,411320151,184
411320151,411320152,50
411320151,5715308846,59
411810913,411810914,14
411810913,6036362896,111
411810913,1917667299,116
411810914,1917667296,121
411810914,6036362895,106
411813072,1734643817,21
411813072,411813075,30
411813072,411813075,75
411813073,411813074,27
411813073,411813074,61
411813073,1734643817,8
411813074,411813075,28
411813080,1901234873,136
411813080,411813084,252
411813080,12115869141,19
411813084,411813085,12
411813084,2680825123,9
411813088,4452396042,110
413573655,1820000368,108
413573655,3037642352,104
413573655,3037642353,30
413573657,443422463,66
413573657,443422452,444
413573658,5024490768,54
413573658,443422452,72
415372902,3079997320,25
415372902,415372904,26
415372904,3079997320,21
415372904,3079997306,132
417286161,3249377535,42
417286161,417286163,94
417286163,417286183,155
417286167,417286168,84
417286168,417286169,178
417286168,2905549720,46
417286169,417286169,408
417286169,417286169,408
417286176,417286178,85
417286176,417286188,98
417286178,3752086343,49
417286178,3752086366,50
417286183,2947349726,65
417286183,3752086399,64
417286185,417286188,180
417286185,3249377535,148
417286185,2297668466,126
417286185,417286189,122
417286189,3797246889,81
417286191,3797246889,97
417286191,417286192,90
417286197,1868265694,57
417286197,3752086413,47
417286197,3752086413,58
418690056,678545146,103
418690056,418690101,552
418690056,4584130845,122
418690101,1669349508,107
419354027,9041024292,10
419354027,419354074,383
419354192,2015783650,20
419354192,3647299193,20
419354192,9041024292,33
419354243,2608266835,85
419354243,3171901516,334
425003363,2986814965,254
425808764,1986129497,29
425808778,1986129497,156
425808778,1191040929,53
431028698,2469293936,799
431028698,1274851297,33
431028698,1986890400,32
432790050,1977617872,58
432790050,3038232833,458
432790050,3336760853,50
432790051,432790051,447
432790051,432790051,447
436769473,2954730361,18
442049265,7953987718,94
442049266,442049267,42
442049266,1211263607,228
442049267,666140151,12
443422279,1255775012,26
443422279,1254632063,48
443422279,1255775009,91
443422280,1253979560,3
443422280,1253879572,105
443422280,1254632049,141
443422281,1253879572,112
443422281,443422282,220
443422281,1255775019,158
443422281,1253979555,62
443422282,1253869415,108
443422282,3793504168,105
443422282,470958118,9
443422285,564119048,479
443422285,448138523,31
443422285,1254530439,170
443422286,470958167,207
443422286,470958137,279
443422286,470958166,121
443422286,2617295918,94
443422288,1253879561,238
443422290,443422415,103
443422290,443422324,121
443422290,1791636216,332
443422291,443422415,86
443422291,11822432853,106
443422291,924169607,247
443422294,443422308,1377
443422294,443422295,105
443422294,11423141469,176
443422295,443422358,142
443422295,1791636214,57
443422308,1840571334,94
443422308,1840572312,304
443422313,4421765100,129
443422313,1492531175,133
443422313,3767021615,78
443422324,1791636214,97
443422324,443422362,143
443422326,443422355,342
443422326,443422362,29
443422326,1274833237,129
443422331,443422356,65
443422331,443422350,177
443422331,443422355,117
443422335,1254598565,161
443422335,443422353,139
443422335,443422347,203
443422346,443422347,48
443422346,1254598575,357
443422346,443422369,392
443422347,443422349,149
443422349,443422353,82
443422349,443422350,164
443422350,443422351,139
443422351,443422355,206
443422351,443422353,295
443422356,443422369,109
443422356,443422357,79
443422357,1791636212,207
443422357,443422358,92
443422358,443422359,93
443422359,1791618161,197
443422359,1791618161,234
443422362,1791636212,121
443422369,4158352525,4
443422373,443422387,53
443422373,3160934619,35
443422373,2105831448,84
443422375,2012476460,136
443422375,443422398,106
443422376,443422411,107
443422376,443422377,241
443422376,443422396,225
443422376,2575675584,196
443422377,3160934693,113
443422377,3339937702,443
443422378,443422416,21
443422379,443422417,22
443422379,443422418,400
443422382,5336166513,130
443422382,2496266329,140
443422382,443422417,355
443422382,443422391,348
443422385,443422392,71
443422385,2496266329,100
443422385,443422386,164
443422386,443422390,46
443422386,443422394,170
443422387,2105816359,121
443422387,443422413,158
443422388,443422389,75
443422388,443422413,345
443422388,1876472658,121
443422388,2105444502,249
443422389,443422421,134
443422389,443422412,345
443422390,5916848381,96
443422390,2496266334,66
443422391,5916848381,110
443422391,2496266338,68
443422392,443422395,103
443422392,443422395,332
443422394,2496266325,20
443422394,443422395,187
443422395,3154720219,92
443422396,3160934619,241
443422396,443422397,110
443422397,443422398,271
443422398,3160934619,136
443422399,1438161382,393
443422410,1791618161,53
443422410,1438161251,490
443422411,2105831448,90
443422411,443422412,109
443422412,443422413,79
443422414,443422415,136
443422415,924169522,245
443422416,443422419,398
443422416,443422417,116
443422418,3339937717,19
443422418,2267949713,240
443422419,3339937702,30
443422419,3553645741,95
443422419,3339937717,94
443422421,2575675584,171
443422421,443422422,271
443422422,3553645741,101
443422422,2496266338,52
443422431,1254632049,91
443422431,1253869415,104
443422434,547958466,39
443422434,1293336406,477
443422438,5380368714,128
443422438,443422439,42
443422439,1983580763,64
443422451,1294592453,15
443422451,443422454,73
443422452,443422464,67
443422453,443422459,184
443422453,443422455,207
443422453,443422464,123
443422454,443422455,71
443422455,443422457,78
443422456,1983580043,15
443422456,2474067755,200
443422456,665727062,101
443422457,443422458,134
443422457,2474067755,215
443422459,2474067757,110
443422459,443422460,121
443422463,443422464,438
444372772,3791390629,24
444372772,3791390631,195
446705314,750732368,35
448138511,1935357722,209
448138511,4384256549,601
448138511,924169728,39
448138519,3138134848,629
448138519,2469293927,597
448138519,2529266340,169
448138522,5859597829,906
448138522,5420218937,311
448138522,2529266340,122
448138523,1254530212,501
448138523,1438161065,99
448138527,2413080925,170
448138527,2632258231,106
448138527,1438161291,176
449630164,924169581,191
449630164,924169769,176
449630164,924169522,470
449630171,449630176,64
449630171,5473637682,160
449630174,1273033405,201
449630174,449630176,241
449630176,1589361090,115
449630176,2105649286,97
469128980,469128981,150
469128994,469128995,5
469128995,12128680039,105
469128999,469129001,13
469129001,469129011,10
469344791,469344801,31
470958105,4959711681,169
470958105,470958137,121
470958105,470958139,249
470958113,470958137,255
470958113,470958114,114
470958113,470958118,367
470958113,470958139,116
470958114,3010417224,150
470958114,470958116,112
470958116,470958179,78
470958116,470958173,40
470958139,1253869404,352
470958139,9328442862,84
470958146,1253869404,39
470958146,1290234694,35
470958146,1253869405,14
470958152,1290234694,193
470958152,1254617006,188
470958152,1254530439,118
470958154,470958188,310
470958154,3899588711,122
470958154,470958164,115
470958158,6414065490,6
470958158,470958159,108
470958158,1253979571,114
470958159,1253979575,32
470958159,1253979539,14
470958162,470958164,23
470958162,1254616941,293
470958162,6414065490,93
470958164,470958165,190
470958165,470958168,109
470958165,470958166,225
470958165,470958167,121
470958166,470958173,107
470958167,3899588711,42
470958168,470958171,112
470958168,6414065490,234
470958168,470958173,242
470958171,1253979549,64
470958171,1253979571,252
470958179,3793504168,101
470958179,1253979549,197
470958188,1254616941,130
470958188,9073440904,83
472585625,472585628,42
472585625,3219877987,139
472585628,1625053372,1
472585628,1625053430,104
472923874,472923880,31
472923876,697103554,52
472923876,697104076,98
472923876,697104001,35
472923878,697104076,53
472923878,3528712843,135
472923880,472923881,88
472923880,697103368,30
472923883,472923897,29
472923883,472923897,201
472923883,697103159,30
472923897,697104001,29
474529690,474529693,441
474529690,1489725578,221
479783556,3761444350,144
479784716,3655288643,123
479842257,479842260,53
479842257,479842262,113
479842260,556304915,51
479842260,479842262,60
479842262,556304813,51
491211454,711734193,114
491211454,496060601,1020
491211454,491211515,1449
496060601,2270651311,1470
496060601,5459763784,2245
496300024,496300035,86
496300035,3196394217,62
496300047,3196394217,72
510127318,1986890411,53
510127318,1935357773,150
510127318,5577347986,249
539583716,5473604258,52
547951489,2616071012,18
547951489,1191220666,47
547951489,1697563433,137
547958466,1293321258,41
547958466,3198547372,162
556304246,556304388,42
556304246,556304646,60
556304388,556304677,61
556304388,556304753,44
556304646,556304677,44
556304677,556304790,43
556304753,556304915,43
556304753,556304790,61
556304790,556304813,43
556304813,556304915,60
560134341,2247739409,341
564119045,924169549,233
564119045,2469271361,77
564119045,2469271359,42
564119048,1438161085,112
564119049,1438161085,54
564119049,1438161112,87
564119049,1438161092,153
566472207,1273093205,298
566472207,3511217898,745
566472207,2196511210,2605
571548549,1576685401,77
571548549,571548562,105
586941218,586941236,169
586941231,2489965651,9
586941231,586941235,80
586941235,586941236,143
586941235,586941239,96
586941236,1583832908,61
586941239,2929496350,21
586941239,1342972971,157
598099745,598099755,30
598099745,598099756,29
598099749,598099756,11
598099749,599719087,27
598099749,2812631382,11
598099752,2812631380,11
598099752,598099753,10
