Source,Target,Weight
243791010,243791016,78
243791011,4623058065,32
243791011,2838263124,14
243791011,3219027838,86
243791016,4623058065,216
243791651,243791652,87
243793056,243793057,63
243793056,243793059,137
243793058,243793059,33
243793639,9631155185,15
243793639,2999461829,242
243793639,243793659,46
243793646,243793660,85
243793646,4609288496,19
243793647,243793649,79
243793647,11152646076,263
243793647,243793655,125
243793649,243793659,96
243793653,243793654,19
243793655,9456750191,122
243793659,659905646,69
243793660,659905646,324
243793660,2999461829,148
243812361,4582556065,142
243812361,243812393,225
243812361,2817508825,93
243812374,4582556065,13
243812374,243812376,80
243812374,5890256405,45
243812374,4581101428,25
243812374,4582556064,19
243812376,268550136,177
243812376,297779653,38
243812378,297562040,136
243812378,4584130845,147
243812378,297779653,265
243812393,6499415879,61
243863280,304383635,7
243863280,243880869,153
243863280,243880865,11
243863283,243863294,229
243863283,243880859,166
243863283,1949975293,97
243863294,1420738654,39
243863294,243863295,107
243863295,243880862,12
243863295,1949975263,13
243863295,1949975238,18
243863322,2950635006,224
243863322,8408660399,104
243863322,10112193058,214
243871025,243871040,555
243871040,9653786356,83
243871040,666200042,140
243871042,9653786356,6
243871042,5079378997,56
243871044,243871047,36
243871047,663243247,18
243871049,243871053,36
243871053,3741083009,190
243871056,271914627,89
243871056,5079378997,92
243871056,3741083009,229
243871058,663243247,52
243871058,3722060018,335
243879833,307809087,54
243879833,243879834,249
243879834,676866334,294
243879834,3704157348,317
243880858,243880869,111
243880858,243880859,85
243880858,252016170,58
243880859,304383577,173
243880859,304383582,148
243880862,1949975083,1170
243880862,1420738665,72
243880862,1275012022,198
243880862,1420738654,63
243880865,1949975293,20
243880865,1949975287,35
243880869,1949975287,71
243882403,5628268287,25
243882403,2949521021,262
243882403,8408660412,111
243882415,3662903278,515
243882415,5628268287,579
243882415,324111071,131
243885711,3662888402,50
243885711,243885719,372
243885711,3662903278,51
243885719,311408396,1102
243885719,311408211,515
243885771,1282631279,331
243885771,268480790,84
243885771,268480787,327
243886234,1123341087,402
243886234,599341999,26
243886234,1128335861,12
243886234,1282631279,104
244055636,244055637,281
244055636,246821096,235
244055636,246821098,99
244055637,443422410,79
244055637,246821096,416
244220327,3061738788,95
244220327,2782248632,50
244220334,3065673615,377
244220334,322644526,312
244220334,244220346,149
244220343,244220346,250
244220343,3065673615,270
244220346,2919426981,112
244400387,297067841,366
244400402,244400404,72
244400402,297562000,64
244400402,297562032,74
244400404,268550136,213
244400404,297562040,110
244400404,297562032,36
244400407,244400408,176
244400407,4584130845,109
244400407,1968485393,149
244400414,9749215323,36
244400414,9749215324,35
244400415,2898266969,14
244400415,1990755373,71
244400416,322644529,69
244400416,244400417,75
244400416,2898266969,75
244400417,271933054,191
244400417,322644531,73
244401186,4270656407,216
244401214,244401215,81
244401214,252954816,91
244401214,331340030,190
244401215,323114118,125
244401217,393460816,123
244401217,252734162,123
244401217,244892944,168
244401217,2782199823,183
244401218,322644529,139
244401218,252734158,79
244401218,1886299894,77
244401218,393460816,127
244410063,3407772835,550
244410063,4381005225,86
244410063,1799571439,93
244410075,1799571451,834
244410075,354587943,210
244410075,2616546100,59
244410088,244410251,61
244410088,2267949625,197
244410088,2322021501,86
244410094,6161970585,376
244410094,303027534,310
244410094,2322021501,186
244410107,244410251,407
244410107,244410310,208
244410107,2947349726,202
244410107,2947349719,43
244410251,2322020209,368
244410310,271921213,60
244410310,271918477,55
244410335,899491615,373
244410335,899491521,208
244410335,252016958,159
244410335,244430811,159
244430769,2015783582,12
244430769,419354019,94
244430769,244430777,46
244430769,2015783566,80
244430777,321887350,83
244430777,2015783582,40
244430783,244430784,113
244430783,253037732,111
244430783,321887356,136
244430783,250165268,50
244430784,244430837,78
244430784,5261653698,70
244430791,321887356,169
244430791,5261653698,150
244430791,267890064,125
244430811,3252770369,99
244430811,252016959,202
244430817,244430836,159
244430817,257972491,48
244430836,321988755,103
244430836,321988757,81
244430836,245974974,94
244430837,5261653698,65
244430837,302864599,94
244430837,321988755,147
244430839,339867110,49
244430839,252108257,105
244430839,257972497,125
244430839,339867248,134
244444778,324780368,145
244444778,1953648524,18
244444778,959131483,31
244444783,1959442595,35
244444783,2964621895,23
244444783,324780361,100
244444797,899491521,146
244444797,1981065349,68
244444797,897961473,286
244444797,885856160,69
244444801,244444802,14
244444801,3817842804,20
244444802,971044047,218
244444802,3817842804,21
244444807,1780537761,264
244444807,971043873,135
244444807,974645474,129
244444814,1780537761,206
244444814,244444823,51
244444823,1775279300,229
244444834,364784491,74
244444834,244444837,333
244444834,245971710,424
244444837,469344791,2496
244444837,336243931,60
244892940,244892950,104
244892940,244892943,224
244892940,324547705,90
244892943,244892944,35
244892943,244892946,138
244892944,10013427396,131
244892944,323114118,303
244892946,244892949,132
244892949,244892950,80
244892949,3317615042,202
244892950,244892952,73
244892951,324547707,28
244892952,324547709,34
244892952,324547707,89
245958141,245958209,357
245958141,1013711413,80
245958141,245958223,224
245958199,245958200,42
245958199,245958223,487
245958199,4672018240,74
245958200,245958202,144
245958200,3913031346,34
245958202,245958203,31
245958202,347275551,39
245958203,2793927596,15
245958203,347275551,42
245958207,4672018249,34
245958207,347275551,135
245958207,4672018251,33
245958209,4672018244,31
245958209,4672018246,32
245958223,348020898,757
245958239,347275455,511
245958239,9709581615,168
245958239,4406559235,54
245958268,323226028,29
245958268,12181655738,440
245958268,323226026,29
245958269,2914531257,40
245958269,2013583304,25
245958269,323226028,16
245958273,1838416270,119
245958273,2013583340,46
245958273,2013583344,47
245958322,245958323,14
245958322,2617185548,137
245958323,367987886,526
245958323,4337594493,176
245958323,367988006,130
245958325,2356005496,91
245958325,355850979,213
245970533,357897342,73
245970533,2885222029,330
245970533,2267949568,82
245970534,245970535,14
245970534,1990691769,31
245970534,1990691754,31
245970534,3572643500,684
245970535,367988134,684
245970535,379079771,391
245970535,1350785363,216
245970545,1332708615,11
245970545,1951590002,165
245970545,379079771,442
245970547,3551717208,44
245970547,245970549,81
245970547,1332708615,58
245970549,245970550,17
245970549,2954730358,29
245970550,1408525362,49
245970550,436769473,48
245971704,245971715,8
245971704,245971710,202
245971704,336243931,104
245971710,364784675,1899
245971711,1780538057,16
245971711,245971714,178
245971711,361457020,98
245971714,245971756,34
245971714,361457020,63
245971715,1780538057,6
245971715,361457020,245
245974966,1095108573,18
245974966,245974969,138
245974966,245974982,51
245974967,252734174,17
245974967,252734169,191
245974967,4557106584,133
245974969,252734166,58
245974969,245974970,200
245974969,252954814,202
245974970,245974972,48
245974970,252954813,195
245974970,9094433052,240
245974972,321887350,259
245974972,3145182448,124
245974973,4350317845,16
245974973,326002452,114
245974973,2582129939,155
245974974,245974975,129
245974974,252108255,104
245974974,321988758,103
245974975,257972491,31
245974975,321988765,163
245974976,2965919637,6
245974976,1305745171,106
245974982,245974983,64
245974982,252734167,23
246689878,1738265024,17
246689878,1738265041,34
246689878,1738265035,25
246689878,1738236312,38
246689878,1738265027,14
246689878,1969159099,51
246689899,246689900,61
246689899,321673660,92
246689899,304634183,83
246689899,304634225,255
246689900,304634201,269
246689900,3807637023,43
246689900,3190521546,81
246689904,2812631380,27
246689904,304969730,94
246689904,598099752,27
246689906,273460526,66
246689906,598099753,40
246689906,599719103,40
246689932,304230334,166
246689932,304230389,170
246689932,305067543,170
246689939,246689940,26
246689939,268471548,88
246689940,272847554,24
246689940,272847562,72
246689945,268471555,52
246689945,272847560,50
246689945,246689965,144
246689961,272847560,52
246689961,272847562,67
246689961,246689962,85
246689962,272847561,56
246689962,246689964,51
246689964,246689965,11
246689964,272847560,89
246689965,278317875,22
246689984,413573657,162
246689984,1422317316,1750
246689984,1421388936,109
246690003,1697563457,219
246690003,246813641,382
246690003,443422439,75
246690028,9070408826,35
246690028,1598869321,1256
246690028,9073441077,32
246806334,3162362557,60
246806334,268471715,114
246806334,246806336,133
246806334,3393381982,33
246806336,3756651570,166
246806336,268471708,236
246806336,1657624031,319
246806344,1977570037,27
246806344,250456503,253
246806344,1977570031,26
246806346,246808391,401
246806346,1977570220,279
246806346,1977570056,75
246806358,1819988497,104
246806358,250456486,193
246806358,246806368,785
246806358,1977570234,142
246806368,697103696,59
246806368,247170139,168
246806371,697103213,44
246806371,697103696,51
246808391,268471664,103
246808391,250456493,511
246808400,443422438,164
246808400,1293321203,38
246808400,1293321301,43
246808422,5312084891,556
246808422,1983580042,128
246808422,8393968769,10
246808422,1274833235,108
246808424,1280746179,73
246808424,1280746152,128
246808424,1983580042,15
246808443,1275797390,42
246808443,1983594182,37
246808443,246808446,161
246808446,1274833268,137
246808446,1280746165,20
246808454,246845394,332
246808454,1309626574,777
246808454,2529422941,196
246813641,443422434,114
246813641,1983580753,254
246821069,443422288,314
246821069,6947937839,371
246821069,1255203689,97
246821072,443422288,51
246821072,246821073,131
246821072,1255775006,72
246821073,246821086,287
246821073,6947937839,391
246821086,1253979560,165
246821086,246821089,42
246821089,246821093,215
246821089,2469293943,90
246821093,1254616813,150
246821093,470958152,118
246821093,443422431,130
246821095,2469295631,107
246821095,1254616813,282
246821095,246821096,99
246821098,564119048,25
246821098,2469295631,162
247165180,1931819033,30
247165180,366131801,274
247165910,6961647183,7
247165910,331792513,184
247165910,1200085453,21
247165938,358489936,475
247165938,247269603,262
247165938,319752909,179
247165960,346594114,350
247165960,1988987185,250
247165960,408767442,327
247168276,355850932,156
247168276,355850940,268
247168276,355850954,193
247168281,355615895,287
247168281,4610065765,248
247168281,355615921,180
247170139,353291432,251
247170139,354607409,274
247170146,247431800,23
247170146,369989684,100
247170146,1898405491,396
247170150,4878946834,379
247170150,247170154,149
247170150,1203624806,50
247170154,250456488,71
247170154,1977570295,101
247170156,259830061,73
247170156,259830063,29
247170156,697103518,250
247170165,248542166,227
247170165,248542172,146
247170165,265644509,80
247170165,9124697115,308
247170616,1727861015,115
247170616,247170617,78
247170616,2080394590,151
247170617,3104059246,42
247170617,1727852015,152
247269603,4908059409,335
247269603,330276411,143
247269606,2948460841,17
247269606,2948460884,18
247269606,2948460833,261
247270356,252108257,136
247270356,302864599,69
247270356,263703019,130
247271043,247271044,168
247271043,265644520,197
247271043,265668273,131
247271043,265644504,172
247271044,265644368,173
247271044,265644298,140
247271044,265644523,252
247271049,265644523,182
247271049,9180073735,242
247271049,442049265,30
247271049,247271050,30
247271049,8261392796,343
247271050,442049265,42
247271050,9180073733,225
247431795,247431796,29
247431795,365743862,160
247431795,252521932,345
247431796,252016164,185
247431796,252522006,344
247431796,697103635,302
247431797,355617519,150
247431797,252016164,56
247431797,697103554,88
247431799,252016164,592
247431799,247431800,51
247431799,355617520,665
247431800,3740163266,449
247431800,697104132,387
247700366,309274848,179
247700366,309274860,120
248213698,1977570220,92
248213698,5051998152,190
248213698,1977570234,89
248213701,2684092687,25
248213701,248213717,47
248213701,252954801,160
248213707,1977211894,13
248213707,347514103,104
248213707,1776496329,31
248213714,347514227,46
248213714,252954802,269
248213714,1491613154,64
248213717,1421398476,17
248213717,1491613154,32
248213717,1421398486,25
248215250,300455006,226
248215250,300665393,111
248215250,3284135581,231
248215252,302375819,129
248215252,4378882637,22
248215252,4378888493,19
248215253,312663084,24
248215253,1977569996,36
248215253,10646864424,84
248215254,308925444,81
248215254,248215308,40
248215254,3138152244,183
248215261,2997376257,238
248215308,248215313,125
248215308,308925442,134
248215313,308925441,69
248215313,308925443,33
248217407,4306415343,10
248217407,248217409,139
248217407,4306415344,9
248217409,265668321,11
248217409,248217410,5
248217410,665618017,39
248542166,697103994,87
248542166,265668328,219
248542166,9943021798,321
248542169,265668328,69
248542169,265668330,150
248542172,265644520,210
248542172,265644423,101
248542172,265644515,177
248542175,265644515,163
248542175,9180073735,60
248542175,1737558429,59
248542183,355645786,291
248542183,367987704,748
248542183,5018086645,348
248542183,3079997320,473
248542196,252016931,136
248542196,248542197,245
248542196,323225904,37
248542197,8409711792,212
248844116,2910833839,114
248844116,655422052,212
248844120,2812062308,194
248844125,346606864,95
248844125,346596336,383
248844125,346596504,261
248844130,347275995,70
248844130,346595754,180
248844130,347276090,157
248844134,4143400968,158
248844134,2111536200,434
248844134,1583832911,127
248844137,392062839,94
248844137,4143400968,113
248844137,392062833,103
248970528,365743853,148
248970528,365743862,52
248970528,1360743424,295
248970535,10602419915,12
248970535,2862052393,393
248970535,2447609942,190
248970535,1977789170,255
249324507,249324508,137
249324507,3499992740,117
249324507,250165253,73
249324508,250165255,73
249324509,2758775885,183
249324509,443422399,38
249324509,249324525,64
249324514,443422375,261
249324514,443422397,138
249324514,11983457971,134
249324515,1254530212,173
249324515,4959711681,68
249324515,1438161052,115
249324517,2632258231,265
249324517,10969262627,64
249324517,1438161269,194
249324525,443422399,57
249324525,2413080925,156
249324528,1901164133,12
249324528,363434635,157
249324541,1272934620,46
249324541,1908463903,237
249324541,1903644331,80
249324560,1902356242,68
249324560,12037479069,47
249324560,1977211886,22
250165253,250165255,137
250165263,4350317845,63
250165263,250165266,110
250165263,3145182448,47
250165266,3188320442,51
250165266,3188320443,57
250165268,3188320443,59
250165268,326002462,119
250194178,897961467,150
250194178,1981065349,85
250194183,348018488,360
250194183,2823263052,111
250194185,347558257,325
250194185,1144445116,512
250194185,2823263052,84
250194193,346158962,128
250194193,358328898,360
250194193,346158960,125
250194197,3663788718,679
250194197,346158960,117
250194197,346158962,116
250194245,250194246,51
250194245,631747021,28
250194245,631747023,32
250194246,9047671951,242
250194246,711694885,45
250194253,5459807296,320
250194253,711694146,218
250194253,5459763784,106
250194270,387207674,151
250194270,387207659,562
250194270,3244713142,158
250194281,3663788718,339
250194281,971044256,48
250194281,971043916,54
250456483,347516850,29
250456483,252954801,546
250456486,1203624806,405
250456486,1728498902,85
250456488,1727871652,32
250456488,1727852015,176
250456491,5909881993,46
250456491,2913989362,68
250456491,355192680,252
250456492,4265318583,9
250456492,1977570253,37
250456492,355192677,32
250456493,355192672,136
250456493,354607556,187
250456496,1115036245,29
250456496,1115036250,416
250456496,1941988542,28
250456496,1941988555,29
250456503,3756651570,12
250456503,6109049271,199
250456503,3112593442,66
250460961,250460964,19
250460961,1978621282,130
250460961,358327981,298
250460964,2409231912,23
250460964,1978621221,18
250460964,842775833,253
250461150,387207611,378
250461150,387207652,131
250461171,971043478,59
250461171,971043503,48
250461171,250461172,83
250461172,1978621282,39
250461172,8318719898,31
251781054,304056195,111
251781054,4619793875,235
251781054,251781055,23
251781055,349310417,34
251781055,349310408,92
251781055,349310410,37
251781062,339867116,86
251781062,339867257,99
251781062,339867171,36
251781065,251781066,106
251781065,339867116,75
251781065,339867110,211
251781066,251781071,141
251781066,339867102,163
251781071,4450363577,33
251781071,4450363568,12
252016166,697104246,32
252016166,265656464,228
252016166,266010549,199
252016169,6372946888,107
252016169,266010653,161
252016169,1276054673,113
252016170,252016172,160
252016170,3180272061,137
252016172,252016173,162
252016172,304383559,132
252016173,252016174,134
252016174,3221012458,1
252016174,304383559,188
252016175,304383588,191
252016175,3221012458,138
252016175,1855294990,95
252016929,9749215324,14
252016929,1990755373,104
252016929,271933054,84
252016929,322644528,160
252016929,9749215323,14
252016931,309274900,25
252016931,309274876,158
252016935,309274824,118
252016935,252016936,120
252016936,309274840,110
252016938,309274860,120
252016938,309274846,148
252016946,347294303,62
252016946,2914440587,59
252016946,252016947,61
252016947,323226020,285
252016947,252016948,130
252016948,253037620,273
252016948,1838448290,126
252016954,1412499713,130
252016954,324780300,237
252016954,1328772407,264
252016954,2880186205,376
252016955,271918464,139
252016955,324780306,213
252016955,417286192,53
252016958,252016970,97
252016958,324780407,34
252016958,252016959,156
252016959,3902133826,131
252016969,252016970,285
252016969,324780400,120
252016969,253037696,92
252016970,253037684,258
252108250,252108253,85
252108250,252108251,300
252108251,308925433,276
252108251,252108252,87
252108252,271283636,82
252108252,252108253,297
252108253,268476130,83
252108255,302864599,153
252108255,252108256,197
252108255,321988755,94
252108256,326002495,34
252108256,263703019,131
252108257,263703019,58
252108257,321988738,251
252108257,2688261853,62
252108258,321988738,396
252108258,3667435904,56
252108258,4450363577,12
252108258,257972497,211
252521932,252522006,24
252521932,365743888,149
252521932,265656464,260
252521939,309274849,303
252521939,3976192685,126
252521939,3554981614,160
252522006,6125656517,171
252522006,6034863877,243
252734158,322644531,278
252734158,393460820,99
252734162,393460820,113
252734162,10013427396,188
252734162,393460745,220
252734166,252734167,115
252734166,331340040,58
252734167,336631627,83
252734169,1417526670,228
252734169,1095108573,83
252734174,252734175,91
252734175,3255419697,99
252734175,311408031,133
252734180,252734185,92
252734180,311408061,127
252734180,252734183,138
252734183,252734200,86
252734183,311408031,74
252734185,252734188,35
252734185,311408061,64
252734188,321873618,25
252734188,254858106,16
252734193,254858099,21
252734193,321873618,121
252734193,252734200,23
252734200,321873612,21
252734300,311408061,129
252734300,1095089461,14
252734300,321873624,54
252954793,1902356177,10
252954793,9193666273,86
252954793,363434635,583
252954798,1776495124,356
252954798,1902356177,370
252954798,347514103,107
252954801,347516924,28
252954801,1776494746,131
252954802,3470046771,80
252954802,1491613209,248
252954802,1776495195,94
252954813,2015783506,62
252954813,252954814,248
252954814,331340043,197
252954814,331340011,129
252954814,252954815,75
252954815,252954816,160
252954815,331340040,132
252954815,331340030,101
252954816,331340011,114
252954816,3204629432,159
252954824,924169717,27
252954824,2513016782,53
252954824,924169473,151
252954827,924169721,149
252954827,254755714,63
252954827,3796167408,128
252954839,252954841,142
252954839,924169666,362
252954841,1986949007,518
252954841,3120809219,215
252955075,2267949711,288
252955075,971043999,26
252955075,3072013516,184
253037620,323226020,87
253037620,256887034,109
253037684,1357771725,84
253037684,253037686,191
253037686,1357771726,72
253037686,2446758468,91
253037694,1868265686,61
253037694,253037698,191
253037694,2446758468,181
253037694,324780345,128
253037696,3752086355,35
253037696,324780337,40
253037698,253037700,32
253037698,324780337,79
253037700,324780334,80
253037700,3752086355,57
253037732,3188320442,89
253037732,321887350,127
253037732,321887356,267
253958044,469344801,1942
253958044,7351990121,166
253958044,387207625,48
254755709,564119045,354
254755709,924169738,189
254755709,1791636218,411
254755709,924169779,133
254755712,449630164,199
254755712,11423145699,85
254755712,924169628,195
254755714,2513016787,69
254755714,924169717,170
254858099,311408023,196
254858099,321873612,20
254858106,321873618,29
254858106,321873624,229
256497911,256497913,240
256497911,318111233,55
256497911,371748705,143
256497913,371748843,217
256497913,371748932,104
256497919,371749124,222
256497919,3631304730,123
256497919,256497920,180
256497920,407893836,72
256497920,371749124,76
256497920,256497921,167
256497921,371749106,123
256497921,256497922,105
256497922,256497923,105
256497922,256497934,267
256497923,256497924,105
256497923,256497933,293
256497924,256497925,106
256497924,3256460152,298
256497925,256497926,106
256497925,3674568895,331
256497926,256497927,91
256497926,3674568897,348
256497927,256497928,77
256497927,5695856931,348
256497927,371748923,264
256497928,3103931902,108
256497928,3674568899,348
256497929,309274810,63
256497929,5695856931,22
256497929,256497940,77
256497930,256497931,85
256497930,309274810,18
256497930,3674568897,22
256497931,309274832,8
256497931,3674568895,23
256497932,309274832,75
256497932,309274795,39
256497932,3256460152,23
256497933,256497934,84
256497933,309274795,45
256497934,256497935,83
256497935,371749106,119
256497935,309274770,194
256497935,256497936,113
256497936,371749124,102
256497936,256497939,269
256497939,2810900511,300
256497939,3631304730,109
256497940,3674568899,22
256497940,3674568906,110
256886918,2914531276,200
256886918,323226016,129
256886918,256886919,44
256886918,1846649258,144
256886919,256887034,225
256886919,1838416267,137
256887034,1838416270,47
256887034,1838448290,257
257972488,257972490,27
257972488,1084591075,220
257972490,6327488966,30
257972491,6327488966,142
257972493,1084594333,8
257972493,271932824,42
257972493,321988758,97
257972496,326002509,62
257972496,271932823,43
257972496,1084594333,78
257972497,339867102,18
257974095,845911906,99
257974095,845911906,446
259420744,346594483,75
259420744,323865556,187
259420744,665885437,107
259420755,346594483,200
259420755,332601012,262
259420755,338381083,74
259421397,586941231,820
259421397,2489965651,120
259421397,1736987584,73
259830060,259830061,184
259830060,697103632,94
259830060,265656452,97
259830061,265656509,94
259830063,259830066,299
259830063,259830064,198
259830063,697104246,610
259830064,259830068,216
259830066,2685779267,21
259830066,1211263607,28
259830068,697103966,147
259830068,2685779267,60
259830077,265656484,244
259830077,666140151,25
259830077,666140153,31
259830079,666140157,68
259830079,265656543,402
259830079,265644504,153
259830361,271933054,113
259830361,4936653506,9
259830361,393460829,224
260282186,2468237203,75
260282186,1864501499,20
260282186,1864501507,19
260282229,2039849590,154
260282229,2039849595,120
260282229,2653896074,134
260282229,347516850,106
260282289,697104246,219
260282289,6034863871,26
260282289,6034863877,42
260283437,2653896074,69
263688594,309274792,118
263688594,3674568906,106
263688597,309274792,137
263688597,4108092221,101
263688597,309274780,103
263689146,268550131,102
263689146,302921231,169
263689146,268550128,110
263689146,263689147,187
263689147,297562017,127
263689147,268550133,173
263689148,265740611,139
263689148,263689149,273
263689148,268550133,285
263689149,265740609,157
263697510,300461089,52
263697510,263697515,107
263697510,3160789618,28
263703019,2688261853,122
263703022,263703023,19
263703022,3216661517,92
263703023,2815433157,85
263704952,3934714512,153
263704953,5277800777,8
263704953,3934714512,25
263704954,272847520,69
263704954,272847519,32
263704954,5277800777,126
263704954,272847521,82
265643927,571548647,144
265643927,571548549,196
265643927,300665395,92
265643927,300454999,99
265643930,697103632,68
265643930,265656453,66
265643930,265656450,86
265643948,697103518,37
265643948,265644506,113
265643948,265656484,46
265643961,265656453,164
265643961,265656456,92
265643961,265644355,64
265644002,265644505,187
265644058,265644514,107
265644094,265644236,100
265644094,265644355,84
265644094,265644298,105
265644236,265656456,87
265644236,663243406,160
265644298,265668274,168
265644355,265656448,160
265644368,265644515,219
265644368,265644522,221
265644368,265644520,173
265644423,265644509,129
265644423,265656543,143
265644423,265644487,211
265644487,265644504,189
265644487,265644520,137
265644504,265644505,123
265644505,265644506,148
265644505,265668273,197
265644506,265656488,125
265644509,267273346,227
265644514,697103994,46
265644514,5000615065,166
265644522,265644523,28
265644522,10969513532,198
265656448,265656453,221
265656448,266010537,281
265656452,6260323543,37
265656452,697104242,16
265656456,697103632,161
265656456,265656499,71
265656464,266010674,200
265656484,697103518,44
265656488,265656492,11
265656488,265656509,35
265656492,265656499,139
265656492,663243406,98
265656499,265656509,209
265656543,3722060018,100
265668273,265668274,7
265668274,663243406,57
265668317,665618025,41
265668317,2356427694,45
265668321,265668322,25
265668321,1421769658,54
265668321,3784706065,25
265668322,4615712944,115
265668322,265668324,28
265668324,1421769658,37
265668324,5433953596,60
265668326,3784706065,13
265668326,265668327,22
265668326,6055856959,17
265668327,343515083,96
265668327,672954389,48
265668328,4615712944,110
265668330,265668331,31
265668331,6055856959,99
265668331,665618024,86
265740609,265740611,225
265740611,1904790581,149
266010537,266010652,117
266010537,266010643,233
266010549,266010550,182
266010549,266010653,229
266010643,1977789160,25
266010643,3632485498,107
266010652,3632485498,216
266010652,266010653,313
266010653,697103923,263
266010674,697103923,153
266010674,266010677,241
266010677,365743855,144
266010677,365743888,44
266010685,10608116941,79
266010685,697103923,56
266010685,309251628,205
266042126,7953987718,385
266456720,271901725,102
266456721,847800602,185
266456721,847800623,54
266456721,271901725,90
267273346,3722060018,95
267273346,267273356,258
267273356,3180488501,123
267273356,665618017,84
267273458,304056195,132
267273493,9180073733,128
267273493,697104205,19
267273493,697104130,422
267273493,1368993262,350
267860914,304057189,63
267861017,324110889,364
267861017,268480776,316
267861017,303842224,279
267861017,268480781,114
267889984,331340043,43
267889984,2015783621,91
267890064,278131432,77
267890064,278131433,264
267903233,267903236,123
268471464,2484837230,20
268471464,4007264290,303
268471470,4983217350,20
268471470,1353589008,47
268471470,3223026282,839
268471480,3632716600,95
268471480,12218997216,116
268471480,275812499,87
268471480,286994039,114
268471494,272847531,150
268471494,275812499,494
268471496,4191489502,32
268471496,268471526,360
268471500,273519356,38
268471500,1897004102,758
268471500,272860770,82
268471526,268471529,118
268471526,1353589157,152
268471529,3199895377,251
268471535,1919878125,61
268471535,1411313736,78
268471535,272847541,77
268471542,272847559,103
268471542,1406426199,172
268471542,268471552,113
268471542,268471555,83
268471545,1406426182,28
268471545,272847559,93
268471545,1406426075,74
268471548,1406426182,108
268471548,1696706643,289
268471548,1696551131,148
268471552,272847541,423
268471552,1411313736,109
268471555,278317855,52
268471555,278317847,97
268471557,278317855,61
268471557,278317862,88
268471557,7049938762,25
268471564,272847558,29
268471564,1406425383,73
268471564,268471567,42
268471567,268471569,119
268471567,268471574,87
268471574,272849161,18
268471617,272852924,71
268471617,278325484,65
268471617,268471636,265
268471617,2359063208,284
268471636,278325397,57
268471646,1123383429,55
268471646,11133934224,96
268471646,1123383015,95
268471653,272850797,536
268471653,272850797,169
268471653,1123383429,342
268471654,268471670,134
268471654,272850797,215
268471654,1625053435,265
268471660,1625053430,183
268471660,1625053495,115
268471660,1625053435,191
268471664,268471665,14
268471664,354607518,113
268471665,1625053395,199
268471665,268471668,328
268471668,1977570031,60
268471668,1977570046,54
268471670,1625053380,185
268471670,472585625,61
268471698,1657624031,114
268471708,3112593442,152
268471708,3112593484,69
268474438,3289570161,163
268474438,1857900394,101
268476129,268476130,81
268476130,322894834,78
268476130,271283636,297
268476131,3667862109,125
268476131,308925462,253
268476131,308925465,226
268476131,271283627,128
268480770,370442142,23
268480770,1968485377,6
268480770,324110889,16
268480770,268542717,196
268480772,268480775,30
268480772,370442142,100
268480775,1943180323,104
268480776,268480798,105
268480776,1968485362,418
268480781,268480783,96
268480781,268480798,319
268480783,268480794,8
268480783,268542719,188
268480786,268480787,98
268480786,268480794,123
268480786,268480790,325
268480790,268480791,103
268480791,268480794,320
268480791,268480798,105
268542717,268542719,204
268543273,4253382944,154
268543273,305157214,127
268543273,305157221,235
268550093,304237489,263
268550093,599341949,220
268550093,304237577,416
268550093,298897178,164
268550096,469128999,8
268550096,303357975,157
268550096,300454957,59
268550096,469129011,13
268550128,297318210,107
268550128,297562017,169
268550128,297562015,98
268550129,297562015,13
268550129,297561990,163
268550129,297779743,107
268550131,297318210,26
268550133,297562032,154
268550133,297779782,72
268550136,1904790581,242
268550136,4509300220,208
269291570,1986129366,64
269291570,297067817,144
271283602,271283622,39
271283622,271283624,458
271283622,271283629,65
271283624,271283625,41
271283624,271283626,67
271283626,271283627,72
271283626,271283629,461
271283627,271283630,84
271283630,271283632,156
271283632,271283638,297
271283632,271283633,75
271283633,322894832,91
271283633,271283635,297
271283634,271283635,49
271283635,271283638,79
271283635,322894834,91
271283636,322894832,79
271494536,1857877648,32
271494536,2286786474,71
271494536,1857877645,31
271497559,271497561,212
271497559,1977789107,194
271497559,2356427694,70
271497561,343515083,137
271883818,271883824,182
271883818,300665354,272
271883824,302375596,95
271883824,300455005,104
271883824,300455001,96
271883825,298543374,123
271883825,296629158,70
271901653,2485592096,111
271901659,4526717788,87
271901659,271901665,79
271901659,2485592092,217
271901665,2485592087,96
271901673,2358241639,51
271901673,271901676,84
271901673,2358241636,350
271901676,271901679,155
271901676,2358241618,133
271901685,11597760825,166
271901685,271901689,265
271901685,6276937900,208
271901705,369593356,165
271901705,271901746,187
271901705,369593352,88
271901711,2358202534,93
271901711,6416923694,59
271901711,10300425730,34
271901725,271901735,411
271901735,271901746,297
271901735,1995248805,57
271901746,271901749,111
271901749,271901754,42
271901749,271901762,314
271901754,1973434881,324
271901754,369593240,159
271901762,1973434881,54
271901762,369593327,58
271901762,369593331,108
271914627,3263214222,10
271918443,324780320,52
271918443,417286192,192
271918443,3790024769,102
271918445,3790024769,13
271918447,271918448,127
271918447,1412499735,239
271918447,3790024769,188
271918448,271921208,157
271918448,271918460,106
271918448,324780305,220
271918460,2808050960,226
271918460,324780296,81
271918462,271918464,73
271918462,324780292,65
271918462,324780291,124
271918464,358330074,156
271918477,417286176,33
271918477,1412499735,71
271921208,324780300,8
271921208,2267949593,138
271921213,2267949625,281
271921213,1412499734,32
